SPOKE_ID	Node_Type	Node_ID	map_id	source	category	detail
DOID:8781	Disease	SNOMEDCT:36653000.0	36653000.0	SNOMEDCT	NONE	NONE
DOID:6297	Disease	SNOMEDCT:235603003.0	235603003.0	SNOMEDCT	NONE	NONE
DOID:2474	Disease	SNOMEDCT:318316003.0	318316003.0	SNOMEDCT	NONE	NONE
DOID:0110297	Disease	SNOMEDCT:720523006.0	720523006.0	SNOMEDCT	NONE	NONE
DOID:0060157	Disease	SNOMEDCT:46586006.0	46586006.0	SNOMEDCT	NONE	NONE
DOID:9358	Disease	SNOMEDCT:77323000.0	77323000.0	SNOMEDCT	NONE	NONE
DOID:12323	Disease	SNOMEDCT:409663006.0	409663006.0	SNOMEDCT	NONE	NONE
DOID:14423	Disease	SNOMEDCT:43763009.0	43763009.0	SNOMEDCT	NONE	NONE
DOID:12450	Disease	SNOMEDCT:127034005.0	127034005.0	SNOMEDCT	NONE	NONE
DOID:8463	Disease	SNOMEDCT:91514001.0	91514001.0	SNOMEDCT	NONE	NONE
DOID:10520	Disease	SNOMEDCT:56663002.0	56663002.0	SNOMEDCT	NONE	NONE
DOID:0110279	Disease	SNOMEDCT:718850008.0	718850008.0	SNOMEDCT	NONE	NONE
DOID:3275	Disease	SNOMEDCT:128856005.0	128856005.0	SNOMEDCT	NONE	NONE
DOID:10003	Disease	SNOMEDCT:60700002.0	60700002.0	SNOMEDCT	NONE	NONE
DOID:12236	Disease	SNOMEDCT:31712002.0	31712002.0	SNOMEDCT	NONE	NONE
DOID:3347	Disease	SNOMEDCT:21708004.0	21708004.0	SNOMEDCT	NONE	NONE
DOID:4337	Disease	SNOMEDCT:5441008.0	5441008.0	SNOMEDCT	NONE	NONE
DOID:746	Disease	SNOMEDCT:2348006.0	2348006.0	SNOMEDCT	NONE	NONE
DOID:10782	Disease	SNOMEDCT:44897000.0	44897000.0	SNOMEDCT	NONE	NONE
DOID:8438	Disease	SNOMEDCT:20813000.0	20813000.0	SNOMEDCT	NONE	NONE
DOID:1142	Disease	SNOMEDCT:37214009.0	37214009.0	SNOMEDCT	NONE	NONE
DOID:0050135	Disease	SNOMEDCT:789052003.0	789052003.0	SNOMEDCT	NONE	NONE
DOID:2977	Disease	SNOMEDCT:17901006.0	17901006.0	SNOMEDCT	NONE	NONE
DOID:2810	Disease	SNOMEDCT:28295001.0	28295001.0	SNOMEDCT	NONE	NONE
DOID:10533	Disease	SNOMEDCT:75570004.0	75570004.0	SNOMEDCT	NONE	NONE
DOID:9669	Disease	SNOMEDCT:39450006.0	39450006.0	SNOMEDCT	NONE	NONE
DOID:10127	Disease	SNOMEDCT:20059004.0	20059004.0	SNOMEDCT	NONE	NONE
DOID:3246	Disease	SNOMEDCT:14269005.0	14269005.0	SNOMEDCT	NONE	NONE
DOID:496	Disease	SNOMEDCT:403967000.0	403967000.0	SNOMEDCT	NONE	NONE
DOID:3410	Disease	SNOMEDCT:86003009.0	86003009.0	SNOMEDCT	NONE	NONE
DOID:9681	Disease	SNOMEDCT:17382005.0	17382005.0	SNOMEDCT	NONE	NONE
DOID:0050559	Disease	SNOMEDCT:111502003.0	111502003.0	SNOMEDCT	NONE	NONE
DOID:4322	Disease	SNOMEDCT:254693008.0	254693008.0	SNOMEDCT	NONE	NONE
DOID:13310	Disease	SNOMEDCT:13596001.0	13596001.0	SNOMEDCT	NONE	NONE
DOID:3861	Disease	SNOMEDCT:24604009.0	24604009.0	SNOMEDCT	NONE	NONE
DOID:10301	Disease	SNOMEDCT:14756005.0	14756005.0	SNOMEDCT	NONE	NONE
DOID:14272	Disease	SNOMEDCT:111373008.0	111373008.0	SNOMEDCT	NONE	NONE
DOID:12797	Disease	SNOMEDCT:74851005.0	74851005.0	SNOMEDCT	NONE	NONE
DOID:8445	Disease	SNOMEDCT:9707006.0	9707006.0	SNOMEDCT	NONE	NONE
DOID:2426	Disease	SNOMEDCT:128919000.0	128919000.0	SNOMEDCT	NONE	NONE
DOID:14524	Disease	SNOMEDCT:45864009.0	45864009.0	SNOMEDCT	NONE	NONE
DOID:5418	Disease	SNOMEDCT:68890003.0	68890003.0	SNOMEDCT	NONE	NONE
DOID:11671	Disease	SNOMEDCT:70738004.0	70738004.0	SNOMEDCT	NONE	NONE
DOID:0111262	Disease	SNOMEDCT:770725000.0	770725000.0	SNOMEDCT	NONE	NONE
DOID:10443	Disease	SNOMEDCT:87807004.0	87807004.0	SNOMEDCT	NONE	NONE
DOID:0050471	Disease	SNOMEDCT:733491005.0	733491005.0	SNOMEDCT	NONE	NONE
DOID:1920	Disease	SNOMEDCT:35885006.0	35885006.0	SNOMEDCT	NONE	NONE
DOID:13037	Disease	SNOMEDCT:21783006.0	21783006.0	SNOMEDCT	NONE	NONE
DOID:10718	Disease	SNOMEDCT:58265007.0	58265007.0	SNOMEDCT	NONE	NONE
DOID:9395	Disease	SNOMEDCT:71186008.0	71186008.0	SNOMEDCT	NONE	NONE
DOID:4331	Disease	SNOMEDCT:399165002.0	399165002.0	SNOMEDCT	NONE	NONE
DOID:0060133	Disease	SNOMEDCT:20930002.0	20930002.0	SNOMEDCT	NONE	NONE
DOID:2034	Disease	SNOMEDCT:58762006.0	58762006.0	SNOMEDCT	NONE	NONE
DOID:899	Disease	SNOMEDCT:440471007.0	440471007.0	SNOMEDCT	NONE	NONE
DOID:0050516	Disease	SNOMEDCT:85579005.0	85579005.0	SNOMEDCT	NONE	NONE
DOID:1672	Disease	SNOMEDCT:196102003.0	196102003.0	SNOMEDCT	NONE	NONE
DOID:4450	Disease	SNOMEDCT:41607009.0	41607009.0	SNOMEDCT	NONE	NONE
DOID:14087	Disease	SNOMEDCT:73583000.0	73583000.0	SNOMEDCT	NONE	NONE
DOID:224	Disease	SNOMEDCT:266257000.0	266257000.0	SNOMEDCT	NONE	NONE
DOID:5439	Disease	SNOMEDCT:307597000.0	307597000.0	SNOMEDCT	NONE	NONE
DOID:0050548	Disease	SNOMEDCT:11442006.0	11442006.0	SNOMEDCT	NONE	NONE
DOID:2669	Disease	SNOMEDCT:4230004.0	4230004.0	SNOMEDCT	NONE	NONE
DOID:0060237	Disease	SNOMEDCT:772224009.0	772224009.0	SNOMEDCT	NONE	NONE
DOID:14245	Disease	SNOMEDCT:14046000.0	14046000.0	SNOMEDCT	NONE	NONE
DOID:0111147	Disease	SNOMEDCT:835009.0	835009.0	SNOMEDCT	NONE	NONE
DOID:12857	Disease	SNOMEDCT:221695002.0	221695002.0	SNOMEDCT	NONE	NONE
DOID:11736	Disease	SNOMEDCT:196305005.0	196305005.0	SNOMEDCT	NONE	NONE
DOID:0111510	Disease	SNOMEDCT:33410002.0	33410002.0	SNOMEDCT	NONE	NONE
DOID:0080045	Disease	SNOMEDCT:53974002.0	53974002.0	SNOMEDCT	NONE	NONE
DOID:0050035	Disease	SNOMEDCT:406558002.0	406558002.0	SNOMEDCT	NONE	NONE
DOID:3814	Disease	SNOMEDCT:404078000.0	404078000.0	SNOMEDCT	NONE	NONE
DOID:10460	Disease	SNOMEDCT:51476001.0	51476001.0	SNOMEDCT	NONE	NONE
DOID:9675	Disease	SNOMEDCT:87433001.0	87433001.0	SNOMEDCT	NONE	NONE
DOID:0111162	Disease	SNOMEDCT:25201003.0	25201003.0	SNOMEDCT	NONE	NONE
DOID:255	Disease	SNOMEDCT:400210000.0	400210000.0	SNOMEDCT	NONE	NONE
DOID:3112	Disease	SNOMEDCT:4797003.0	4797003.0	SNOMEDCT	NONE	NONE
DOID:0111732	Disease	SNOMEDCT:720863002.0	720863002.0	SNOMEDCT	NONE	NONE
DOID:1943	Disease	SNOMEDCT:39479004.0	39479004.0	SNOMEDCT	NONE	NONE
DOID:0060231	Disease	SNOMEDCT:254113006.0	254113006.0	SNOMEDCT	NONE	NONE
DOID:1067	Disease	SNOMEDCT:84494001.0	84494001.0	SNOMEDCT	NONE	NONE
DOID:11254	Disease	SNOMEDCT:47761007.0	47761007.0	SNOMEDCT	NONE	NONE
DOID:8469	Disease	SNOMEDCT:6142004.0	6142004.0	SNOMEDCT	NONE	NONE
DOID:11723	Disease	SNOMEDCT:76670001.0	76670001.0	SNOMEDCT	NONE	NONE
DOID:864	Disease	SNOMEDCT:61599003.0	61599003.0	SNOMEDCT	NONE	NONE
DOID:0112264	Disease	SNOMEDCT:816067005.0	816067005.0	SNOMEDCT	NONE	NONE
DOID:0060313	Disease	SNOMEDCT:95434006.0	95434006.0	SNOMEDCT	NONE	NONE
DOID:8725	Disease	SNOMEDCT:429998004.0	429998004.0	SNOMEDCT	NONE	NONE
DOID:9246	Disease	SNOMEDCT:230724001.0	230724001.0	SNOMEDCT	NONE	NONE
DOID:0050052	Disease	SNOMEDCT:186772009.0	186772009.0	SNOMEDCT	NONE	NONE
DOID:0080920	Disease	SNOMEDCT:890287003.0	890287003.0	SNOMEDCT	NONE	NONE
DOID:0111346	Disease	SNOMEDCT:254180002.0	254180002.0	SNOMEDCT	NONE	NONE
DOID:9937	Disease	SNOMEDCT:84627005.0	84627005.0	SNOMEDCT	NONE	NONE
DOID:0050524	Disease	SNOMEDCT:609561005.0	609561005.0	SNOMEDCT	NONE	NONE
DOID:3265	Disease	SNOMEDCT:387759001.0	387759001.0	SNOMEDCT	NONE	NONE
DOID:6193	Disease	SNOMEDCT:782827000.0	782827000.0	SNOMEDCT	NONE	NONE
DOID:9207	Disease	SNOMEDCT:418763003.0	418763003.0	SNOMEDCT	NONE	NONE
DOID:0050831	Disease	SNOMEDCT:702421006.0	702421006.0	SNOMEDCT	NONE	NONE
DOID:11014	Disease	SNOMEDCT:68627009.0	68627009.0	SNOMEDCT	NONE	NONE
DOID:11520	Disease	SNOMEDCT:193003.0	193003.0	SNOMEDCT	NONE	NONE
DOID:13832	Disease	SNOMEDCT:83330001.0	83330001.0	SNOMEDCT	NONE	NONE
DOID:0050204	Disease	SNOMEDCT:302919001.0	302919001.0	SNOMEDCT	NONE	NONE
DOID:14686	Disease	SNOMEDCT:417604002.0	417604002.0	SNOMEDCT	NONE	NONE
DOID:3405	Disease	SNOMEDCT:60657004.0	60657004.0	SNOMEDCT	NONE	NONE
DOID:0050383	Disease	SNOMEDCT:398554008.0	398554008.0	SNOMEDCT	NONE	NONE
DOID:7880	Disease	SNOMEDCT:26372004.0	26372004.0	SNOMEDCT	NONE	NONE
DOID:0060186	Disease	SNOMEDCT:72965009.0	72965009.0	SNOMEDCT	NONE	NONE
DOID:0090113	Disease	SNOMEDCT:783099001.0	783099001.0	SNOMEDCT	NONE	NONE
DOID:8643	Disease	SNOMEDCT:72007001.0	72007001.0	SNOMEDCT	NONE	NONE
DOID:2710	Disease	SNOMEDCT:19076009.0	19076009.0	SNOMEDCT	NONE	NONE
DOID:0080850	Disease	SNOMEDCT:35154004.0	35154004.0	SNOMEDCT	NONE	NONE
DOID:2773	Disease	SNOMEDCT:40275004.0	40275004.0	SNOMEDCT	NONE	NONE
DOID:13921	Disease	SNOMEDCT:235601001.0	235601001.0	SNOMEDCT	NONE	NONE
DOID:9842	Disease	SNOMEDCT:59753003.0	59753003.0	SNOMEDCT	NONE	NONE
DOID:0060259	Disease	SNOMEDCT:763891005.0	763891005.0	SNOMEDCT	NONE	NONE
DOID:12364	Disease	SNOMEDCT:2284002.0	2284002.0	SNOMEDCT	NONE	NONE
DOID:11103	Disease	SNOMEDCT:75096007.0	75096007.0	SNOMEDCT	NONE	NONE
DOID:3883	Disease	SNOMEDCT:716318002.0	716318002.0	SNOMEDCT	NONE	NONE
DOID:0050150	Disease	SNOMEDCT:240447002.0	240447002.0	SNOMEDCT	NONE	NONE
DOID:12895	Disease	SNOMEDCT:302896008.0	302896008.0	SNOMEDCT	NONE	NONE
DOID:1679	Disease	SNOMEDCT:38822007.0	38822007.0	SNOMEDCT	NONE	NONE
DOID:11244	Disease	SNOMEDCT:234350007.0	234350007.0	SNOMEDCT	NONE	NONE
DOID:12680	Disease	SNOMEDCT:7379000.0	7379000.0	SNOMEDCT	NONE	NONE
DOID:3950	Disease	SNOMEDCT:255035007.0	255035007.0	SNOMEDCT	NONE	NONE
DOID:9477	Disease	SNOMEDCT:59282003.0	59282003.0	SNOMEDCT	NONE	NONE
DOID:13352	Disease	SNOMEDCT:52813007.0	52813007.0	SNOMEDCT	NONE	NONE
DOID:11320	Disease	SNOMEDCT:23097003.0	23097003.0	SNOMEDCT	NONE	NONE
DOID:0110915	Disease	SNOMEDCT:30174008.0	30174008.0	SNOMEDCT	NONE	NONE
DOID:0110285	Disease	SNOMEDCT:726615005.0	726615005.0	SNOMEDCT	NONE	NONE
DOID:0050437	Disease	SNOMEDCT:419097006.0	419097006.0	SNOMEDCT	NONE	NONE
DOID:0050818	Disease	SNOMEDCT:237934001.0	237934001.0	SNOMEDCT	NONE	NONE
DOID:7848	Disease	SNOMEDCT:715664005.0	715664005.0	SNOMEDCT	NONE	NONE
DOID:0111243	Disease	SNOMEDCT:254090007.0	254090007.0	SNOMEDCT	NONE	NONE
DOID:227	Disease	SNOMEDCT:36504009.0	36504009.0	SNOMEDCT	NONE	NONE
DOID:0080795	Disease	SNOMEDCT:69077002.0	69077002.0	SNOMEDCT	NONE	NONE
DOID:5574	Disease	SNOMEDCT:447643008.0	447643008.0	SNOMEDCT	NONE	NONE
DOID:4346	Disease	SNOMEDCT:58275005.0	58275005.0	SNOMEDCT	NONE	NONE
DOID:990	Disease	SNOMEDCT:46619002.0	46619002.0	SNOMEDCT	NONE	NONE
DOID:1188	Disease	SNOMEDCT:128189008.0	128189008.0	SNOMEDCT	NONE	NONE
DOID:6682	Disease	SNOMEDCT:274152003.0	274152003.0	SNOMEDCT	NONE	NONE
DOID:0050961	Disease	SNOMEDCT:719207000.0	719207000.0	SNOMEDCT	NONE	NONE
DOID:11371	Disease	SNOMEDCT:47812002.0	47812002.0	SNOMEDCT	NONE	NONE
DOID:0080301	Disease	SNOMEDCT:789660001.0	789660001.0	SNOMEDCT	NONE	NONE
DOID:12986	Disease	SNOMEDCT:30419000.0	30419000.0	SNOMEDCT	NONE	NONE
DOID:8545	Disease	SNOMEDCT:405501007.0	405501007.0	SNOMEDCT	NONE	NONE
DOID:0060828	Disease	SNOMEDCT:773587008.0	773587008.0	SNOMEDCT	NONE	NONE
DOID:13717	Disease	SNOMEDCT:849000.0	849000.0	SNOMEDCT	NONE	NONE
DOID:0060046	Disease	SNOMEDCT:87486003.0	87486003.0	SNOMEDCT	NONE	NONE
DOID:6543	Disease	SNOMEDCT:11381005.0	11381005.0	SNOMEDCT	NONE	NONE
DOID:13033	Disease	SNOMEDCT:44882003.0	44882003.0	SNOMEDCT	NONE	NONE
DOID:7997	Disease	SNOMEDCT:90739004.0	90739004.0	SNOMEDCT	NONE	NONE
DOID:0080600	Disease	SNOMEDCT:840539006.0	840539006.0	SNOMEDCT	NONE	NONE
DOID:0110975	Disease	SNOMEDCT:770406002.0	770406002.0	SNOMEDCT	NONE	NONE
DOID:3766	Disease	SNOMEDCT:237101004.0	237101004.0	SNOMEDCT	NONE	NONE
DOID:5435	Disease	SNOMEDCT:304603007.0	304603007.0	SNOMEDCT	NONE	NONE
DOID:9923	Disease	SNOMEDCT:27544004.0	27544004.0	SNOMEDCT	NONE	NONE
DOID:3247	Disease	SNOMEDCT:30924005.0	30924005.0	SNOMEDCT	NONE	NONE
DOID:0060703	Disease	SNOMEDCT:787407003.0	787407003.0	SNOMEDCT	NONE	NONE
DOID:5390	Disease	SNOMEDCT:1752006.0	1752006.0	SNOMEDCT	NONE	NONE
DOID:13884	Disease	SNOMEDCT:36083008.0	36083008.0	SNOMEDCT	NONE	NONE
DOID:4071	Disease	SNOMEDCT:9733003.0	9733003.0	SNOMEDCT	NONE	NONE
DOID:0110298	Disease	SNOMEDCT:726617002.0	726617002.0	SNOMEDCT	NONE	NONE
DOID:5577	Disease	SNOMEDCT:302824004.0	302824004.0	SNOMEDCT	NONE	NONE
DOID:0111552	Disease	SNOMEDCT:230248006.0	230248006.0	SNOMEDCT	NONE	NONE
DOID:10073	Disease	SNOMEDCT:301086002.0	301086002.0	SNOMEDCT	NONE	NONE
DOID:5151	Disease	SNOMEDCT:41252002.0	41252002.0	SNOMEDCT	NONE	NONE
DOID:4751	Disease	SNOMEDCT:29618004.0	29618004.0	SNOMEDCT	NONE	NONE
DOID:3763	Disease	SNOMEDCT:237821001.0	237821001.0	SNOMEDCT	NONE	NONE
DOID:0111544	Disease	SNOMEDCT:722452004.0	722452004.0	SNOMEDCT	NONE	NONE
DOID:12997	Disease	SNOMEDCT:64324003.0	64324003.0	SNOMEDCT	NONE	NONE
DOID:3191	Disease	SNOMEDCT:75072002.0	75072002.0	SNOMEDCT	NONE	NONE
DOID:13819	Disease	SNOMEDCT:186946009.0	186946009.0	SNOMEDCT	NONE	NONE
DOID:0111529	Disease	SNOMEDCT:763714006.0	763714006.0	SNOMEDCT	NONE	NONE
DOID:10930	Disease	SNOMEDCT:20010003.0	20010003.0	SNOMEDCT	NONE	NONE
DOID:992	Disease	SNOMEDCT:48113006.0	48113006.0	SNOMEDCT	NONE	NONE
DOID:2229	Disease	SNOMEDCT:767713001.0	767713001.0	SNOMEDCT	NONE	NONE
DOID:0070318	Disease	SNOMEDCT:71021002.0	71021002.0	SNOMEDCT	NONE	NONE
DOID:8912	Disease	SNOMEDCT:186289000.0	186289000.0	SNOMEDCT	NONE	NONE
DOID:0110849	Disease	SNOMEDCT:36454001.0	36454001.0	SNOMEDCT	NONE	NONE
DOID:9111	Disease	SNOMEDCT:240637006.0	240637006.0	SNOMEDCT	NONE	NONE
DOID:14459	Disease	SNOMEDCT:121951000119101.0	121951000119101.0	SNOMEDCT	NONE	NONE
DOID:0060453	Disease	SNOMEDCT:231930000.0	231930000.0	SNOMEDCT	NONE	NONE
DOID:256	Disease	SNOMEDCT:93472004.0	93472004.0	SNOMEDCT	NONE	NONE
DOID:6945	Disease	SNOMEDCT:394728005.0	394728005.0	SNOMEDCT	NONE	NONE
DOID:583	Disease	SNOMEDCT:61261009.0	61261009.0	SNOMEDCT	NONE	NONE
DOID:13375	Disease	SNOMEDCT:400130008.0	400130008.0	SNOMEDCT	NONE	NONE
DOID:10646	Disease	SNOMEDCT:31027006.0	31027006.0	SNOMEDCT	NONE	NONE
DOID:0050485	Disease	SNOMEDCT:21013006.0	21013006.0	SNOMEDCT	NONE	NONE
DOID:0060322	Disease	SNOMEDCT:52404001.0	52404001.0	SNOMEDCT	NONE	NONE
DOID:4734	Disease	SNOMEDCT:237900002.0	237900002.0	SNOMEDCT	NONE	NONE
DOID:10223	Disease	SNOMEDCT:396230008.0	396230008.0	SNOMEDCT	NONE	NONE
DOID:11042	Disease	SNOMEDCT:57160007.0	57160007.0	SNOMEDCT	NONE	NONE
DOID:9286	Disease	SNOMEDCT:6273006.0	6273006.0	SNOMEDCT	NONE	NONE
DOID:0110289	Disease	SNOMEDCT:725907002.0	725907002.0	SNOMEDCT	NONE	NONE
DOID:3223	Disease	SNOMEDCT:128200000.0	128200000.0	SNOMEDCT	NONE	NONE
DOID:11243	Disease	SNOMEDCT:47100003.0	47100003.0	SNOMEDCT	NONE	NONE
DOID:11547	Disease	SNOMEDCT:74460005.0	74460005.0	SNOMEDCT	NONE	NONE
DOID:8552	Disease	SNOMEDCT:63364005.0	63364005.0	SNOMEDCT	NONE	NONE
DOID:0050771	Disease	SNOMEDCT:302835009.0	302835009.0	SNOMEDCT	NONE	NONE
DOID:0080835	Disease	SNOMEDCT:41679006.0	41679006.0	SNOMEDCT	NONE	NONE
DOID:0060467	Disease	SNOMEDCT:205329008.0	205329008.0	SNOMEDCT	NONE	NONE
DOID:0050495	Disease	SNOMEDCT:54385001.0	54385001.0	SNOMEDCT	NONE	NONE
DOID:0111342	Disease	SNOMEDCT:239088003.0	239088003.0	SNOMEDCT	NONE	NONE
DOID:14251	Disease	SNOMEDCT:79556007.0	79556007.0	SNOMEDCT	NONE	NONE
DOID:13356	Disease	SNOMEDCT:71659009.0	71659009.0	SNOMEDCT	NONE	NONE
DOID:11429	Disease	SNOMEDCT:198251001.0	198251001.0	SNOMEDCT	NONE	NONE
DOID:13248	Disease	SNOMEDCT:53773002.0	53773002.0	SNOMEDCT	NONE	NONE
DOID:5550	Disease	SNOMEDCT:254870004.0	254870004.0	SNOMEDCT	NONE	NONE
DOID:12241	Disease	SNOMEDCT:65959000.0	65959000.0	SNOMEDCT	NONE	NONE
DOID:0050726	Disease	SNOMEDCT:410056006.0	410056006.0	SNOMEDCT	NONE	NONE
DOID:12134	Disease	SNOMEDCT:234440005.0	234440005.0	SNOMEDCT	NONE	NONE
DOID:1252	Disease	SNOMEDCT:3752003.0	3752003.0	SNOMEDCT	NONE	NONE
DOID:9888	Disease	SNOMEDCT:39837002.0	39837002.0	SNOMEDCT	NONE	NONE
DOID:13461	Disease	SNOMEDCT:16031000119101.0	16031000119101.0	SNOMEDCT	NONE	NONE
DOID:0110004	Disease	SNOMEDCT:297232009.0	297232009.0	SNOMEDCT	NONE	NONE
DOID:2965	Disease	SNOMEDCT:84017003.0	84017003.0	SNOMEDCT	NONE	NONE
DOID:10079	Disease	SNOMEDCT:59051007.0	59051007.0	SNOMEDCT	NONE	NONE
DOID:231	Disease	SNOMEDCT:37340000.0	37340000.0	SNOMEDCT	NONE	NONE
DOID:0110294	Disease	SNOMEDCT:732930007.0	732930007.0	SNOMEDCT	NONE	NONE
DOID:3138	Disease	SNOMEDCT:402599005.0	402599005.0	SNOMEDCT	NONE	NONE
DOID:0111105	Disease	SNOMEDCT:609575003.0	609575003.0	SNOMEDCT	NONE	NONE
DOID:10584	Disease	SNOMEDCT:28835009.0	28835009.0	SNOMEDCT	NONE	NONE
DOID:4723	Disease	SNOMEDCT:433691000124104.0	433691000124104.0	SNOMEDCT	NONE	NONE
DOID:2051	Disease	SNOMEDCT:88348008.0	88348008.0	SNOMEDCT	NONE	NONE
DOID:0050871	Disease	SNOMEDCT:424568000.0	424568000.0	SNOMEDCT	NONE	NONE
DOID:13117	Disease	SNOMEDCT:71906005.0	71906005.0	SNOMEDCT	NONE	NONE
DOID:9113	Disease	SNOMEDCT:28867007.0	28867007.0	SNOMEDCT	NONE	NONE
DOID:0060220	Disease	SNOMEDCT:402601007.0	402601007.0	SNOMEDCT	NONE	NONE
DOID:0111627	Disease	SNOMEDCT:719800009.0	719800009.0	SNOMEDCT	NONE	NONE
DOID:1926	Disease	SNOMEDCT:190794006.0	190794006.0	SNOMEDCT	NONE	NONE
DOID:0050882	Disease	SNOMEDCT:719302009.0	719302009.0	SNOMEDCT	NONE	NONE
DOID:3875	Disease	SNOMEDCT:64156001.0	64156001.0	SNOMEDCT	NONE	NONE
DOID:0111387	Disease	SNOMEDCT:725036000.0	725036000.0	SNOMEDCT	NONE	NONE
DOID:14687	Disease	SNOMEDCT:58561002.0	58561002.0	SNOMEDCT	NONE	NONE
DOID:0080776	Disease	SNOMEDCT:122811000119101.0	122811000119101.0	SNOMEDCT	NONE	NONE
DOID:9724	Disease	SNOMEDCT:41720003.0	41720003.0	SNOMEDCT	NONE	NONE
DOID:0111703	Disease	SNOMEDCT:721838005.0	721838005.0	SNOMEDCT	NONE	NONE
DOID:3314	Disease	SNOMEDCT:19929002.0	19929002.0	SNOMEDCT	NONE	NONE
DOID:3616	Disease	SNOMEDCT:73219006.0	73219006.0	SNOMEDCT	NONE	NONE
DOID:1443	Disease	SNOMEDCT:418143002.0	418143002.0	SNOMEDCT	NONE	NONE
DOID:0112121	Disease	SNOMEDCT:723440000.0	723440000.0	SNOMEDCT	NONE	NONE
DOID:0060439	Disease	SNOMEDCT:303852004.0	303852004.0	SNOMEDCT	NONE	NONE
DOID:0050569	Disease	SNOMEDCT:57917004.0	57917004.0	SNOMEDCT	NONE	NONE
DOID:4065	Disease	SNOMEDCT:62383007.0	62383007.0	SNOMEDCT	NONE	NONE
DOID:2951	Disease	SNOMEDCT:37031009.0	37031009.0	SNOMEDCT	NONE	NONE
DOID:987	Disease	SNOMEDCT:56317004.0	56317004.0	SNOMEDCT	NONE	NONE
DOID:0050061	Disease	SNOMEDCT:400105005.0	400105005.0	SNOMEDCT	NONE	NONE
DOID:5702	Disease	SNOMEDCT:112683004.0	112683004.0	SNOMEDCT	NONE	NONE
DOID:4852	Disease	SNOMEDCT:189924002.0	189924002.0	SNOMEDCT	NONE	NONE
DOID:0060376	Disease	SNOMEDCT:721873007.0	721873007.0	SNOMEDCT	NONE	NONE
DOID:9463	Disease	SNOMEDCT:3135009.0	3135009.0	SNOMEDCT	NONE	NONE
DOID:0080032	Disease	SNOMEDCT:205506004.0	205506004.0	SNOMEDCT	NONE	NONE
DOID:11155	Disease	SNOMEDCT:45004005.0	45004005.0	SNOMEDCT	NONE	NONE
DOID:4321	Disease	SNOMEDCT:733894009.0	733894009.0	SNOMEDCT	NONE	NONE
DOID:14213	Disease	SNOMEDCT:190859005.0	190859005.0	SNOMEDCT	NONE	NONE
DOID:8672	Disease	SNOMEDCT:49882001.0	49882001.0	SNOMEDCT	NONE	NONE
DOID:0070149	Disease	SNOMEDCT:783550006.0	783550006.0	SNOMEDCT	NONE	NONE
DOID:13254	Disease	SNOMEDCT:111359004.0	111359004.0	SNOMEDCT	NONE	NONE
DOID:0080307	Disease	SNOMEDCT:699269005.0	699269005.0	SNOMEDCT	NONE	NONE
DOID:12733	Disease	SNOMEDCT:78537008.0	78537008.0	SNOMEDCT	NONE	NONE
DOID:9537	Disease	SNOMEDCT:19065005.0	19065005.0	SNOMEDCT	NONE	NONE
DOID:0050328	Disease	SNOMEDCT:190268003.0	190268003.0	SNOMEDCT	NONE	NONE
DOID:3529	Disease	SNOMEDCT:43152001.0	43152001.0	SNOMEDCT	NONE	NONE
DOID:10590	Disease	SNOMEDCT:41114007.0	41114007.0	SNOMEDCT	NONE	NONE
DOID:8931	Disease	SNOMEDCT:75331009.0	75331009.0	SNOMEDCT	NONE	NONE
DOID:4	Disease	SNOMEDCT:64572001.0	64572001.0	SNOMEDCT	NONE	NONE
DOID:6419	Disease	SNOMEDCT:86299006.0	86299006.0	SNOMEDCT	NONE	NONE
DOID:0110287	Disease	SNOMEDCT:732929002.0	732929002.0	SNOMEDCT	NONE	NONE
DOID:1278	Disease	SNOMEDCT:95794005.0	95794005.0	SNOMEDCT	NONE	NONE
DOID:7213	Disease	SNOMEDCT:64967004.0	64967004.0	SNOMEDCT	NONE	NONE
DOID:8680	Disease	SNOMEDCT:2043009.0	2043009.0	SNOMEDCT	NONE	NONE
DOID:11252	Disease	SNOMEDCT:234349007.0	234349007.0	SNOMEDCT	NONE	NONE
DOID:646	Disease	SNOMEDCT:34476008.0	34476008.0	SNOMEDCT	NONE	NONE
DOID:0070112	Disease	SNOMEDCT:39390005.0	39390005.0	SNOMEDCT	NONE	NONE
DOID:0050655	Disease	SNOMEDCT:722375007.0	722375007.0	SNOMEDCT	NONE	NONE
DOID:1934	Disease	SNOMEDCT:109420003.0	109420003.0	SNOMEDCT	NONE	NONE
DOID:2364	Disease	SNOMEDCT:20427003.0	20427003.0	SNOMEDCT	NONE	NONE
DOID:11184	Disease	SNOMEDCT:53726008.0	53726008.0	SNOMEDCT	NONE	NONE
DOID:1187	Disease	SNOMEDCT:399076001.0	399076001.0	SNOMEDCT	NONE	NONE
DOID:2273	Disease	SNOMEDCT:53277000.0	53277000.0	SNOMEDCT	NONE	NONE
DOID:5381	Disease	SNOMEDCT:39471001.0	39471001.0	SNOMEDCT	NONE	NONE
DOID:1415	Disease	SNOMEDCT:314467007.0	314467007.0	SNOMEDCT	NONE	NONE
DOID:13626	Disease	SNOMEDCT:1714005.0	1714005.0	SNOMEDCT	NONE	NONE
DOID:139	Disease	SNOMEDCT:63451008.0	63451008.0	SNOMEDCT	NONE	NONE
