SPOKE_ID	Node_Type	Node_ID	map_id	source	category	detail
DOID:13413	Disease	SNOMEDCT:13920009.0	13920009.0	SNOMEDCT	NONE	NONE
DOID:1094	Disease	SNOMEDCT:406506008.0	406506008.0	SNOMEDCT	NONE	NONE
DOID:12529	Disease	SNOMEDCT:365258000.0	365258000.0	SNOMEDCT	NONE	NONE
DOID:13034	Disease	SNOMEDCT:420079008.0	420079008.0	SNOMEDCT	NONE	NONE
DOID:14081	Disease	SNOMEDCT:3344003.0	3344003.0	SNOMEDCT	NONE	NONE
DOID:0060229	Disease	SNOMEDCT:702410002.0	702410002.0	SNOMEDCT	NONE	NONE
DOID:1569	Disease	SNOMEDCT:45020000.0	45020000.0	SNOMEDCT	NONE	NONE
DOID:2382	Disease	SNOMEDCT:74925009.0	74925009.0	SNOMEDCT	NONE	NONE
DOID:0080779	Disease	SNOMEDCT:450909005.0	450909005.0	SNOMEDCT	NONE	NONE
DOID:2018	Disease	SNOMEDCT:83469008.0	83469008.0	SNOMEDCT	NONE	NONE
DOID:0050960	Disease	SNOMEDCT:715754007.0	715754007.0	SNOMEDCT	NONE	NONE
DOID:8483	Disease	SNOMEDCT:232035005.0	232035005.0	SNOMEDCT	NONE	NONE
DOID:5362	Disease	SNOMEDCT:36949004.0	36949004.0	SNOMEDCT	NONE	NONE
DOID:13137	Disease	SNOMEDCT:64383006.0	64383006.0	SNOMEDCT	NONE	NONE
DOID:9828	Disease	SNOMEDCT:414819007.0	414819007.0	SNOMEDCT	NONE	NONE
DOID:0060258	Disease	SNOMEDCT:239133004.0	239133004.0	SNOMEDCT	NONE	NONE
DOID:0080319	Disease	SNOMEDCT:711481001.0	711481001.0	SNOMEDCT	NONE	NONE
DOID:13341	Disease	SNOMEDCT:13816006.0	13816006.0	SNOMEDCT	NONE	NONE
DOID:10976	Disease	SNOMEDCT:77182004.0	77182004.0	SNOMEDCT	NONE	NONE
DOID:7211	Disease	SNOMEDCT:511008.0	511008.0	SNOMEDCT	NONE	NONE
DOID:8566	Disease	SNOMEDCT:88594005.0	88594005.0	SNOMEDCT	NONE	NONE
DOID:13269	Disease	SNOMEDCT:7425008.0	7425008.0	SNOMEDCT	NONE	NONE
DOID:9811	Disease	SNOMEDCT:193466003.0	193466003.0	SNOMEDCT	NONE	NONE
DOID:10993	Disease	SNOMEDCT:192727001.0	192727001.0	SNOMEDCT	NONE	NONE
DOID:5810	Disease	SNOMEDCT:44940001.0	44940001.0	SNOMEDCT	NONE	NONE
DOID:14669	Disease	SNOMEDCT:66758006.0	66758006.0	SNOMEDCT	NONE	NONE
DOID:519	Disease	SNOMEDCT:70933002.0	70933002.0	SNOMEDCT	NONE	NONE
DOID:11577	Disease	SNOMEDCT:192970008.0	192970008.0	SNOMEDCT	NONE	NONE
DOID:1134	Disease	SNOMEDCT:4356008.0	4356008.0	SNOMEDCT	NONE	NONE
DOID:2297	Disease	SNOMEDCT:77377001.0	77377001.0	SNOMEDCT	NONE	NONE
DOID:9637	Disease	SNOMEDCT:61170000.0	61170000.0	SNOMEDCT	NONE	NONE
DOID:0050991	Disease	SNOMEDCT:718755009.0	718755009.0	SNOMEDCT	NONE	NONE
DOID:10608	Disease	SNOMEDCT:396331005.0	396331005.0	SNOMEDCT	NONE	NONE
DOID:0080365	Disease	SNOMEDCT:237072009.0	237072009.0	SNOMEDCT	NONE	NONE
DOID:0060241	Disease	SNOMEDCT:702342007.0	702342007.0	SNOMEDCT	NONE	NONE
DOID:13448	Disease	SNOMEDCT:267639001.0	267639001.0	SNOMEDCT	NONE	NONE
DOID:0060336	Disease	SNOMEDCT:237950009.0	237950009.0	SNOMEDCT	NONE	NONE
DOID:0060699	Disease	SNOMEDCT:237885008.0	237885008.0	SNOMEDCT	NONE	NONE
DOID:0080547	Disease	SNOMEDCT:442685003.0	442685003.0	SNOMEDCT	NONE	NONE
DOID:0060182	Disease	SNOMEDCT:235753003.0	235753003.0	SNOMEDCT	NONE	NONE
DOID:0080201	Disease	SNOMEDCT:449817000.0	449817000.0	SNOMEDCT	NONE	NONE
DOID:0070025	Disease	SNOMEDCT:708536001.0	708536001.0	SNOMEDCT	NONE	NONE
DOID:13919	Disease	SNOMEDCT:47099006.0	47099006.0	SNOMEDCT	NONE	NONE
DOID:10593	Disease	SNOMEDCT:33209009.0	33209009.0	SNOMEDCT	NONE	NONE
DOID:3052	Disease	SNOMEDCT:26121002.0	26121002.0	SNOMEDCT	NONE	NONE
DOID:11267	Disease	SNOMEDCT:85149007.0	85149007.0	SNOMEDCT	NONE	NONE
DOID:10113	Disease	SNOMEDCT:78940002.0	78940002.0	SNOMEDCT	NONE	NONE
DOID:4184	Disease	SNOMEDCT:58976002.0	58976002.0	SNOMEDCT	NONE	NONE
DOID:0111073	Disease	SNOMEDCT:698249005.0	698249005.0	SNOMEDCT	NONE	NONE
DOID:0050157	Disease	SNOMEDCT:719218000.0	719218000.0	SNOMEDCT	NONE	NONE
DOID:5127	Disease	SNOMEDCT:48897006.0	48897006.0	SNOMEDCT	NONE	NONE
DOID:13444	Disease	SNOMEDCT:4639008.0	4639008.0	SNOMEDCT	NONE	NONE
DOID:2436	Disease	SNOMEDCT:7429002.0	7429002.0	SNOMEDCT	NONE	NONE
DOID:5337	Disease	SNOMEDCT:71708001.0	71708001.0	SNOMEDCT	NONE	NONE
DOID:11990	Disease	SNOMEDCT:37722001.0	37722001.0	SNOMEDCT	NONE	NONE
DOID:11195	Disease	SNOMEDCT:55355000.0	55355000.0	SNOMEDCT	NONE	NONE
DOID:3307	Disease	SNOMEDCT:36591000119102.0	36591000119102.0	SNOMEDCT	NONE	NONE
DOID:2615	Disease	SNOMEDCT:711329002.0	711329002.0	SNOMEDCT	NONE	NONE
DOID:4817	Disease	SNOMEDCT:53801007.0	53801007.0	SNOMEDCT	NONE	NONE
DOID:0060068	Disease	SNOMEDCT:57181007.0	57181007.0	SNOMEDCT	NONE	NONE
DOID:12336	Disease	SNOMEDCT:2904007.0	2904007.0	SNOMEDCT	NONE	NONE
DOID:12161	Disease	SNOMEDCT:61536007.0	61536007.0	SNOMEDCT	NONE	NONE
DOID:10588	Disease	SNOMEDCT:65389002.0	65389002.0	SNOMEDCT	NONE	NONE
DOID:0080503	Disease	SNOMEDCT:785303004.0	785303004.0	SNOMEDCT	NONE	NONE
DOID:285	Disease	SNOMEDCT:54087003.0	54087003.0	SNOMEDCT	NONE	NONE
DOID:0080315	Disease	SNOMEDCT:703536004.0	703536004.0	SNOMEDCT	NONE	NONE
DOID:12732	Disease	SNOMEDCT:314429009.0	314429009.0	SNOMEDCT	NONE	NONE
DOID:0112257	Disease	SNOMEDCT:33116002.0	33116002.0	SNOMEDCT	NONE	NONE
DOID:2544	Disease	SNOMEDCT:111498005.0	111498005.0	SNOMEDCT	NONE	NONE
DOID:2566	Disease	SNOMEDCT:5587004.0	5587004.0	SNOMEDCT	NONE	NONE
DOID:11963	Disease	SNOMEDCT:16761005.0	16761005.0	SNOMEDCT	NONE	NONE
DOID:3325	Disease	SNOMEDCT:402852007.0	402852007.0	SNOMEDCT	NONE	NONE
DOID:0111532	Disease	SNOMEDCT:254144002.0	254144002.0	SNOMEDCT	NONE	NONE
DOID:10074	Disease	SNOMEDCT:44917000.0	44917000.0	SNOMEDCT	NONE	NONE
DOID:3388	Disease	SNOMEDCT:2556008.0	2556008.0	SNOMEDCT	NONE	NONE
DOID:633	Disease	SNOMEDCT:26889001.0	26889001.0	SNOMEDCT	NONE	NONE
DOID:0111569	Disease	SNOMEDCT:711162004.0	711162004.0	SNOMEDCT	NONE	NONE
DOID:13498	Disease	SNOMEDCT:31273004.0	31273004.0	SNOMEDCT	NONE	NONE
DOID:1040	Disease	SNOMEDCT:51092000.0	51092000.0	SNOMEDCT	NONE	NONE
DOID:9977	Disease	SNOMEDCT:38247002.0	38247002.0	SNOMEDCT	NONE	NONE
DOID:0111414	Disease	SNOMEDCT:703406006.0	703406006.0	SNOMEDCT	NONE	NONE
DOID:11981	Disease	SNOMEDCT:238136002.0	238136002.0	SNOMEDCT	NONE	NONE
DOID:0111512	Disease	SNOMEDCT:205481009.0	205481009.0	SNOMEDCT	NONE	NONE
DOID:3149	Disease	SNOMEDCT:254662007.0	254662007.0	SNOMEDCT	NONE	NONE
DOID:0050460	Disease	SNOMEDCT:718226002.0	718226002.0	SNOMEDCT	NONE	NONE
DOID:4282	Disease	SNOMEDCT:399585007.0	399585007.0	SNOMEDCT	NONE	NONE
DOID:9840	Disease	SNOMEDCT:16596007.0	16596007.0	SNOMEDCT	NONE	NONE
DOID:4260	Disease	SNOMEDCT:30767006.0	30767006.0	SNOMEDCT	NONE	NONE
DOID:10126	Disease	SNOMEDCT:65636009.0	65636009.0	SNOMEDCT	NONE	NONE
DOID:4873	Disease	SNOMEDCT:85672005.0	85672005.0	SNOMEDCT	NONE	NONE
DOID:2148	Disease	SNOMEDCT:84194006.0	84194006.0	SNOMEDCT	NONE	NONE
DOID:3355	Disease	SNOMEDCT:53654007.0	53654007.0	SNOMEDCT	NONE	NONE
DOID:2671	Disease	SNOMEDCT:27090000.0	27090000.0	SNOMEDCT	NONE	NONE
DOID:12124	Disease	SNOMEDCT:31166000.0	31166000.0	SNOMEDCT	NONE	NONE
DOID:0112183	Disease	SNOMEDCT:718183003.0	718183003.0	SNOMEDCT	NONE	NONE
DOID:5500	Disease	SNOMEDCT:253067007.0	253067007.0	SNOMEDCT	NONE	NONE
DOID:4223	Disease	SNOMEDCT:70759006.0	70759006.0	SNOMEDCT	NONE	NONE
DOID:11204	Disease	SNOMEDCT:473460002.0	473460002.0	SNOMEDCT	NONE	NONE
DOID:3385	Disease	SNOMEDCT:419760006.0	419760006.0	SNOMEDCT	NONE	NONE
DOID:687	Disease	SNOMEDCT:45024009.0	45024009.0	SNOMEDCT	NONE	NONE
DOID:1572	Disease	SNOMEDCT:30753002.0	30753002.0	SNOMEDCT	NONE	NONE
DOID:0050814	Disease	SNOMEDCT:777998000.0	777998000.0	SNOMEDCT	NONE	NONE
DOID:0111789	Disease	SNOMEDCT:720958002.0	720958002.0	SNOMEDCT	NONE	NONE
DOID:14227	Disease	SNOMEDCT:48188009.0	48188009.0	SNOMEDCT	NONE	NONE
DOID:12156	Disease	SNOMEDCT:8217007.0	8217007.0	SNOMEDCT	NONE	NONE
DOID:12377	Disease	SNOMEDCT:5262007.0	5262007.0	SNOMEDCT	NONE	NONE
DOID:0111822	Disease	SNOMEDCT:17608003.0	17608003.0	SNOMEDCT	NONE	NONE
DOID:4447	Disease	SNOMEDCT:193387007.0	193387007.0	SNOMEDCT	NONE	NONE
DOID:857	Disease	SNOMEDCT:62151000119109.0	62151000119109.0	SNOMEDCT	NONE	NONE
DOID:0111728	Disease	SNOMEDCT:782756008.0	782756008.0	SNOMEDCT	NONE	NONE
DOID:11217	Disease	SNOMEDCT:89723004.0	89723004.0	SNOMEDCT	NONE	NONE
DOID:3308	Disease	SNOMEDCT:1156454002.0	1156454002.0	SNOMEDCT	NONE	NONE
DOID:0111542	Disease	SNOMEDCT:254153009.0	254153009.0	SNOMEDCT	NONE	NONE
DOID:10375	Disease	SNOMEDCT:35600002.0	35600002.0	SNOMEDCT	NONE	NONE
DOID:9097	Disease	SNOMEDCT:54792008.0	54792008.0	SNOMEDCT	NONE	NONE
DOID:4731	Disease	SNOMEDCT:28111002.0	28111002.0	SNOMEDCT	NONE	NONE
DOID:0050647	Disease	SNOMEDCT:702441001.0	702441001.0	SNOMEDCT	NONE	NONE
DOID:0060183	Disease	SNOMEDCT:19311003.0	19311003.0	SNOMEDCT	NONE	NONE
DOID:13628	Disease	SNOMEDCT:191172001.0	191172001.0	SNOMEDCT	NONE	NONE
DOID:2383	Disease	SNOMEDCT:387712008.0	387712008.0	SNOMEDCT	NONE	NONE
DOID:6498	Disease	SNOMEDCT:394726009.0	394726009.0	SNOMEDCT	NONE	NONE
DOID:8864	Disease	SNOMEDCT:413441006.0	413441006.0	SNOMEDCT	NONE	NONE
DOID:10825	Disease	SNOMEDCT:59621000.0	59621000.0	SNOMEDCT	NONE	NONE
DOID:0080742	Disease	SNOMEDCT:713654004.0	713654004.0	SNOMEDCT	NONE	NONE
DOID:4428	Disease	SNOMEDCT:59770006.0	59770006.0	SNOMEDCT	NONE	NONE
DOID:4028	Disease	SNOMEDCT:49465005.0	49465005.0	SNOMEDCT	NONE	NONE
DOID:9007	Disease	SNOMEDCT:51178009.0	51178009.0	SNOMEDCT	NONE	NONE
DOID:5576	Disease	SNOMEDCT:81903006.0	81903006.0	SNOMEDCT	NONE	NONE
DOID:0060538	Disease	SNOMEDCT:13507004.0	13507004.0	SNOMEDCT	NONE	NONE
DOID:277	Disease	SNOMEDCT:237268002.0	237268002.0	SNOMEDCT	NONE	NONE
DOID:11823	Disease	SNOMEDCT:51292008.0	51292008.0	SNOMEDCT	NONE	NONE
DOID:10802	Disease	SNOMEDCT:30168008.0	30168008.0	SNOMEDCT	NONE	NONE
DOID:2548	Disease	SNOMEDCT:79745005.0	79745005.0	SNOMEDCT	NONE	NONE
DOID:10908	Disease	SNOMEDCT:230745008.0	230745008.0	SNOMEDCT	NONE	NONE
DOID:8549	Disease	SNOMEDCT:19429009.0	19429009.0	SNOMEDCT	NONE	NONE
DOID:0050132	Disease	SNOMEDCT:95544006.0	95544006.0	SNOMEDCT	NONE	NONE
DOID:0050813	Disease	SNOMEDCT:702400006.0	702400006.0	SNOMEDCT	NONE	NONE
DOID:1407	Disease	SNOMEDCT:410692006.0	410692006.0	SNOMEDCT	NONE	NONE
DOID:10371	Disease	SNOMEDCT:70647001.0	70647001.0	SNOMEDCT	NONE	NONE
DOID:0060398	Disease	SNOMEDCT:699307007.0	699307007.0	SNOMEDCT	NONE	NONE
DOID:0050458	Disease	SNOMEDCT:128832006.0	128832006.0	SNOMEDCT	NONE	NONE
DOID:0050166	Disease	SNOMEDCT:49558004.0	49558004.0	SNOMEDCT	NONE	NONE
DOID:0060747	Disease	SNOMEDCT:699867001.0	699867001.0	SNOMEDCT	NONE	NONE
DOID:6085	Disease	SNOMEDCT:726420002.0	726420002.0	SNOMEDCT	NONE	NONE
DOID:1869	Disease	SNOMEDCT:78069008.0	78069008.0	SNOMEDCT	NONE	NONE
DOID:6823	Disease	SNOMEDCT:189814006.0	189814006.0	SNOMEDCT	NONE	NONE
DOID:0080597	Disease	SNOMEDCT:724207001.0	724207001.0	SNOMEDCT	NONE	NONE
DOID:10439	Disease	SNOMEDCT:22440001.0	22440001.0	SNOMEDCT	NONE	NONE
DOID:8442	Disease	SNOMEDCT:55525008.0	55525008.0	SNOMEDCT	NONE	NONE
DOID:12449	Disease	SNOMEDCT:306058006.0	306058006.0	SNOMEDCT	NONE	NONE
DOID:6211	Disease	SNOMEDCT:254855000.0	254855000.0	SNOMEDCT	NONE	NONE
DOID:3436	Disease	SNOMEDCT:441551009.0	441551009.0	SNOMEDCT	NONE	NONE
DOID:0050690	Disease	SNOMEDCT:254088006.0	254088006.0	SNOMEDCT	NONE	NONE
DOID:870	Disease	SNOMEDCT:386033004.0	386033004.0	SNOMEDCT	NONE	NONE
DOID:8503	Disease	SNOMEDCT:65539006.0	65539006.0	SNOMEDCT	NONE	NONE
DOID:9935	Disease	SNOMEDCT:787179008.0	787179008.0	SNOMEDCT	NONE	NONE
DOID:1390	Disease	SNOMEDCT:190786004.0	190786004.0	SNOMEDCT	NONE	NONE
DOID:1800	Disease	SNOMEDCT:253000007.0	253000007.0	SNOMEDCT	NONE	NONE
DOID:0110196	Disease	SNOMEDCT:715799004.0	715799004.0	SNOMEDCT	NONE	NONE
DOID:2871	Disease	SNOMEDCT:254878006.0	254878006.0	SNOMEDCT	NONE	NONE
DOID:0111699	Disease	SNOMEDCT:719845008.0	719845008.0	SNOMEDCT	NONE	NONE
DOID:8696	Disease	SNOMEDCT:188746008.0	188746008.0	SNOMEDCT	NONE	NONE
DOID:9735	Disease	SNOMEDCT:8326008.0	8326008.0	SNOMEDCT	NONE	NONE
DOID:986	Disease	SNOMEDCT:68225006.0	68225006.0	SNOMEDCT	NONE	NONE
DOID:2457	Disease	SNOMEDCT:231857004.0	231857004.0	SNOMEDCT	NONE	NONE
DOID:0050138	Disease	SNOMEDCT:890181005.0	890181005.0	SNOMEDCT	NONE	NONE
DOID:0060465	Disease	SNOMEDCT:17144009.0	17144009.0	SNOMEDCT	NONE	NONE
DOID:0090070	Disease	SNOMEDCT:33927004.0	33927004.0	SNOMEDCT	NONE	NONE
DOID:0080745	Disease	SNOMEDCT:31384009.0	31384009.0	SNOMEDCT	NONE	NONE
DOID:0080947	Disease	SNOMEDCT:897031002.0	897031002.0	SNOMEDCT	NONE	NONE
DOID:8619	Disease	SNOMEDCT:426451004.0	426451004.0	SNOMEDCT	NONE	NONE
DOID:12309	Disease	SNOMEDCT:703828003.0	703828003.0	SNOMEDCT	NONE	NONE
DOID:4952	Disease	SNOMEDCT:31097004.0	31097004.0	SNOMEDCT	NONE	NONE
DOID:0050902	Disease	SNOMEDCT:1156923005.0	1156923005.0	SNOMEDCT	NONE	NONE
DOID:4400	Disease	SNOMEDCT:103672009.0	103672009.0	SNOMEDCT	NONE	NONE
DOID:0080367	Disease	SNOMEDCT:188733003.0	188733003.0	SNOMEDCT	NONE	NONE
DOID:11079	Disease	SNOMEDCT:64351000.0	64351000.0	SNOMEDCT	NONE	NONE
DOID:13250	Disease	SNOMEDCT:62315008.0	62315008.0	SNOMEDCT	NONE	NONE
DOID:0050680	Disease	SNOMEDCT:254054000.0	254054000.0	SNOMEDCT	NONE	NONE
DOID:0080361	Disease	SNOMEDCT:237959005.0	237959005.0	SNOMEDCT	NONE	NONE
DOID:13026	Disease	SNOMEDCT:47306003.0	47306003.0	SNOMEDCT	NONE	NONE
DOID:0060000	Disease	SNOMEDCT:233850007.0	233850007.0	SNOMEDCT	NONE	NONE
DOID:624	Disease	SNOMEDCT:88714009.0	88714009.0	SNOMEDCT	NONE	NONE
DOID:639	Disease	SNOMEDCT:83942000.0	83942000.0	SNOMEDCT	NONE	NONE
DOID:8677	Disease	SNOMEDCT:397729009.0	397729009.0	SNOMEDCT	NONE	NONE
DOID:12662	Disease	SNOMEDCT:59925007.0	59925007.0	SNOMEDCT	NONE	NONE
DOID:589	Disease	SNOMEDCT:42601008.0	42601008.0	SNOMEDCT	NONE	NONE
DOID:0080642	Disease	SNOMEDCT:651000146102.0	651000146102.0	SNOMEDCT	NONE	NONE
DOID:7188	Disease	SNOMEDCT:66944004.0	66944004.0	SNOMEDCT	NONE	NONE
DOID:12402	Disease	SNOMEDCT:600009.0	600009.0	SNOMEDCT	NONE	NONE
DOID:12700	Disease	SNOMEDCT:237662005.0	237662005.0	SNOMEDCT	NONE	NONE
DOID:0060852	Disease	SNOMEDCT:723449004.0	723449004.0	SNOMEDCT	NONE	NONE
DOID:9810	Disease	SNOMEDCT:155441006.0	155441006.0	SNOMEDCT	NONE	NONE
DOID:0060681	Disease	SNOMEDCT:698021005.0	698021005.0	SNOMEDCT	NONE	NONE
DOID:169	Disease	SNOMEDCT:55937004.0	55937004.0	SNOMEDCT	NONE	NONE
DOID:420	Disease	SNOMEDCT:29966009.0	29966009.0	SNOMEDCT	NONE	NONE
DOID:0080302	Disease	SNOMEDCT:230493001.0	230493001.0	SNOMEDCT	NONE	NONE
DOID:0050842	Disease	SNOMEDCT:5332004.0	5332004.0	SNOMEDCT	NONE	NONE
DOID:11830	Disease	SNOMEDCT:57190000.0	57190000.0	SNOMEDCT	NONE	NONE
DOID:1884	Disease	SNOMEDCT:3738000.0	3738000.0	SNOMEDCT	NONE	NONE
DOID:0060318	Disease	SNOMEDCT:28950004.0	28950004.0	SNOMEDCT	NONE	NONE
DOID:0050727	Disease	SNOMEDCT:415764005.0	415764005.0	SNOMEDCT	NONE	NONE
DOID:13174	Disease	SNOMEDCT:9520006.0	9520006.0	SNOMEDCT	NONE	NONE
DOID:0070026	Disease	SNOMEDCT:723512008.0	723512008.0	SNOMEDCT	NONE	NONE
DOID:0060347	Disease	SNOMEDCT:720458005.0	720458005.0	SNOMEDCT	NONE	NONE
DOID:10784	Disease	SNOMEDCT:68981009.0	68981009.0	SNOMEDCT	NONE	NONE
DOID:4968	Disease	SNOMEDCT:43019009.0	43019009.0	SNOMEDCT	NONE	NONE
DOID:6726	Disease	SNOMEDCT:71314006.0	71314006.0	SNOMEDCT	NONE	NONE
DOID:0070305	Disease	SNOMEDCT:766717008.0	766717008.0	SNOMEDCT	NONE	NONE
DOID:2073	Disease	SNOMEDCT:65390006.0	65390006.0	SNOMEDCT	NONE	NONE
DOID:1595	Disease	SNOMEDCT:300706003.0	300706003.0	SNOMEDCT	NONE	NONE
DOID:1826	Disease	SNOMEDCT:84757009.0	84757009.0	SNOMEDCT	NONE	NONE
DOID:11518	Disease	SNOMEDCT:72124005.0	72124005.0	SNOMEDCT	NONE	NONE
DOID:11684	Disease	SNOMEDCT:394727000.0	394727000.0	SNOMEDCT	NONE	NONE
DOID:5507	Disease	SNOMEDCT:253068002.0	253068002.0	SNOMEDCT	NONE	NONE
DOID:2458	Disease	SNOMEDCT:416878008.0	416878008.0	SNOMEDCT	NONE	NONE
DOID:2282	Disease	SNOMEDCT:69741000.0	69741000.0	SNOMEDCT	NONE	NONE
DOID:0060563	Disease	SNOMEDCT:703534001.0	703534001.0	SNOMEDCT	NONE	NONE
DOID:14683	Disease	SNOMEDCT:715985008.0	715985008.0	SNOMEDCT	NONE	NONE
DOID:2055	Disease	SNOMEDCT:47505003.0	47505003.0	SNOMEDCT	NONE	NONE
DOID:0050847	Disease	SNOMEDCT:73430006.0	73430006.0	SNOMEDCT	NONE	NONE
DOID:0050529	Disease	SNOMEDCT:85505000.0	85505000.0	SNOMEDCT	NONE	NONE
DOID:4195	Disease	SNOMEDCT:80394007.0	80394007.0	SNOMEDCT	NONE	NONE
DOID:3250	Disease	SNOMEDCT:77455004.0	77455004.0	SNOMEDCT	NONE	NONE
DOID:9277	Disease	SNOMEDCT:23732000.0	23732000.0	SNOMEDCT	NONE	NONE
DOID:1607	Disease	SNOMEDCT:267384006.0	267384006.0	SNOMEDCT	NONE	NONE
DOID:0060152	Disease	SNOMEDCT:86819001.0	86819001.0	SNOMEDCT	NONE	NONE
DOID:0090122	Disease	SNOMEDCT:709075008.0	709075008.0	SNOMEDCT	NONE	NONE
DOID:399	Disease	SNOMEDCT:56717001.0	56717001.0	SNOMEDCT	NONE	NONE
DOID:2926	Disease	SNOMEDCT:721105004.0	721105004.0	SNOMEDCT	NONE	NONE
DOID:13198	Disease	SNOMEDCT:56805008.0	56805008.0	SNOMEDCT	NONE	NONE
DOID:0111788	Disease	SNOMEDCT:13449007.0	13449007.0	SNOMEDCT	NONE	NONE
DOID:13351	Disease	SNOMEDCT:84002002.0	84002002.0	SNOMEDCT	NONE	NONE
DOID:13731	Disease	SNOMEDCT:89242004.0	89242004.0	SNOMEDCT	NONE	NONE
DOID:12351	Disease	SNOMEDCT:235875008.0	235875008.0	SNOMEDCT	NONE	NONE
DOID:3373	Disease	SNOMEDCT:128918008.0	128918008.0	SNOMEDCT	NONE	NONE
DOID:13353	Disease	SNOMEDCT:17157001.0	17157001.0	SNOMEDCT	NONE	NONE
DOID:8741	Disease	SNOMEDCT:50563003.0	50563003.0	SNOMEDCT	NONE	NONE
DOID:203	Disease	SNOMEDCT:416189003.0	416189003.0	SNOMEDCT	NONE	NONE
DOID:1025	Disease	SNOMEDCT:70143003.0	70143003.0	SNOMEDCT	NONE	NONE
DOID:10762	Disease	SNOMEDCT:34742003.0	34742003.0	SNOMEDCT	NONE	NONE
DOID:0050452	Disease	SNOMEDCT:718558008.0	718558008.0	SNOMEDCT	NONE	NONE
DOID:0060334	Disease	SNOMEDCT:237603002.0	237603002.0	SNOMEDCT	NONE	NONE
DOID:11504	Disease	SNOMEDCT:277879009.0	277879009.0	SNOMEDCT	NONE	NONE
DOID:11633	Disease	SNOMEDCT:237559000.0	237559000.0	SNOMEDCT	NONE	NONE
DOID:2176	Disease	SNOMEDCT:416893007.0	416893007.0	SNOMEDCT	NONE	NONE
DOID:11315	Disease	SNOMEDCT:78511005.0	78511005.0	SNOMEDCT	NONE	NONE
DOID:4359	Disease	SNOMEDCT:70594002.0	70594002.0	SNOMEDCT	NONE	NONE
DOID:5867	Disease	SNOMEDCT:128775007.0	128775007.0	SNOMEDCT	NONE	NONE
DOID:0050872	Disease	SNOMEDCT:128628002.0	128628002.0	SNOMEDCT	NONE	NONE
DOID:0060132	Disease	SNOMEDCT:26610007.0	26610007.0	SNOMEDCT	NONE	NONE
DOID:10939	Disease	SNOMEDCT:26665006.0	26665006.0	SNOMEDCT	NONE	NONE
DOID:5309	Disease	SNOMEDCT:9618003.0	9618003.0	SNOMEDCT	NONE	NONE
DOID:8913	Disease	SNOMEDCT:47382004.0	47382004.0	SNOMEDCT	NONE	NONE
DOID:11782	Disease	SNOMEDCT:82649003.0	82649003.0	SNOMEDCT	NONE	NONE
DOID:11994	Disease	SNOMEDCT:17585008.0	17585008.0	SNOMEDCT	NONE	NONE
DOID:1570	Disease	SNOMEDCT:127559009.0	127559009.0	SNOMEDCT	NONE	NONE
DOID:0050489	Disease	SNOMEDCT:237570007.0	237570007.0	SNOMEDCT	NONE	NONE
DOID:0060674	Disease	SNOMEDCT:419671004.0	419671004.0	SNOMEDCT	NONE	NONE
DOID:11197	Disease	SNOMEDCT:9824006.0	9824006.0	SNOMEDCT	NONE	NONE
DOID:0050669	Disease	SNOMEDCT:230773005.0	230773005.0	SNOMEDCT	NONE	NONE
DOID:11481	Disease	SNOMEDCT:85598007.0	85598007.0	SNOMEDCT	NONE	NONE
DOID:2120	Disease	SNOMEDCT:205573006.0	205573006.0	SNOMEDCT	NONE	NONE
DOID:0111818	Disease	SNOMEDCT:719158007.0	719158007.0	SNOMEDCT	NONE	NONE
DOID:1893	Disease	SNOMEDCT:36259009.0	36259009.0	SNOMEDCT	NONE	NONE
DOID:14271	Disease	SNOMEDCT:6215006.0	6215006.0	SNOMEDCT	NONE	NONE
DOID:13938	Disease	SNOMEDCT:14302001.0	14302001.0	SNOMEDCT	NONE	NONE
DOID:0050678	Disease	SNOMEDCT:818950005.0	818950005.0	SNOMEDCT	NONE	NONE
DOID:0060153	Disease	SNOMEDCT:83824009.0	83824009.0	SNOMEDCT	NONE	NONE
DOID:8943	Disease	SNOMEDCT:361199007.0	361199007.0	SNOMEDCT	NONE	NONE
DOID:12387	Disease	SNOMEDCT:111395007.0	111395007.0	SNOMEDCT	NONE	NONE
DOID:0080842	Disease	SNOMEDCT:302820008.0	302820008.0	SNOMEDCT	NONE	NONE
DOID:2571	Disease	SNOMEDCT:65399007.0	65399007.0	SNOMEDCT	NONE	NONE
DOID:1148	Disease	SNOMEDCT:367506006.0	367506006.0	SNOMEDCT	NONE	NONE
DOID:1470	Disease	SNOMEDCT:370143000.0	370143000.0	SNOMEDCT	NONE	NONE
DOID:7716	Disease	SNOMEDCT:396892009.0	396892009.0	SNOMEDCT	NONE	NONE
DOID:0080775	Disease	SNOMEDCT:368851000119102.0	368851000119102.0	SNOMEDCT	NONE	NONE
DOID:0050781	Disease	SNOMEDCT:771442003.0	771442003.0	SNOMEDCT	NONE	NONE
DOID:0050641	Disease	SNOMEDCT:37272000.0	37272000.0	SNOMEDCT	NONE	NONE
DOID:7849	Disease	SNOMEDCT:1156495004.0	1156495004.0	SNOMEDCT	NONE	NONE
DOID:7166	Disease	SNOMEDCT:82119001.0	82119001.0	SNOMEDCT	NONE	NONE
DOID:9088	Disease	SNOMEDCT:88233000.0	88233000.0	SNOMEDCT	NONE	NONE
DOID:11781	Disease	SNOMEDCT:68905002.0	68905002.0	SNOMEDCT	NONE	NONE
